"city","city_ibge_code","date","epidemiological_week","estimated_population","estimated_population_2019","is_last","is_repeated","last_available_confirmed","last_available_confirmed_per_100k_inhabitants","last_available_date","last_available_death_rate","last_available_deaths","order_for_place","place_type","state","new_confirmed","new_deaths"
"Porto Grande",1600535,2020-04-23,17,22452,21971,FALSE,FALSE,6,26.72368,2020-04-23,0,0,10,"city","AP",5,0
"Santana",1600600,2020-04-23,17,123096,121364,FALSE,FALSE,69,56.05381,2020-04-23,0.029,2,19,"city","AP",8,0
"Serra do Navio",1600055,2020-04-23,17,5488,5397,FALSE,FALSE,2,36.44315,2020-04-23,0,0,2,"city","AP",0,0
"Vitória do Jari",1600808,2020-04-23,17,16254,15931,FALSE,FALSE,2,12.30466,2020-04-23,0,0,10,"city","AP",0,0
NA,16,2020-04-23,17,861773,845731,FALSE,FALSE,555,64.40211,2020-04-23,0.0288,16,35,"state","AP",63,2
"Itaubal",1600253,2020-04-24,17,5617,5503,FALSE,FALSE,1,17.8031,2020-04-24,0,0,1,"city","AP",1,0
"Laranjal do Jari",1600279,2020-04-24,17,51362,50410,FALSE,FALSE,15,29.20447,2020-04-24,0,0,10,"city","AP",0,0
"Macapá",1600303,2020-04-24,17,512902,503327,FALSE,FALSE,513,100.01911,2020-04-24,0.0312,16,36,"city","AP",62,2
"Mazagão",1600402,2020-04-24,17,22053,21632,FALSE,FALSE,9,40.81077,2020-04-24,0,0,11,"city","AP",6,0
"Oiapoque",1600501,2020-04-24,17,27906,27270,FALSE,FALSE,7,25.08421,2020-04-24,0,0,21,"city","AP",1,0
"Pedra Branca do Amapari",1600154,2020-04-24,17,17067,16502,FALSE,FALSE,1,5.85926,2020-04-24,0,0,2,"city","AP",0,0
"Porto Grande",1600535,2020-04-24,17,22452,21971,FALSE,FALSE,6,26.72368,2020-04-24,0,0,11,"city","AP",0,0
"Santana",1600600,2020-04-24,17,123096,121364,FALSE,FALSE,92,74.73842,2020-04-24,0.0217,2,20,"city","AP",23,0
"Serra do Navio",1600055,2020-04-24,17,5488,5397,FALSE,FALSE,2,36.44315,2020-04-24,0,0,3,"city","AP",0,0
"Vitória do Jari",1600808,2020-04-24,17,16254,15931,FALSE,FALSE,2,12.30466,2020-04-24,0,0,11,"city","AP",0,0
NA,16,2020-04-24,17,861773,845731,FALSE,FALSE,648,75.19382,2020-04-24,0.0278,18,36,"state","AP",93,2
"Itaubal",1600253,2020-04-25,17,5617,5503,FALSE,FALSE,1,17.8031,2020-04-25,0,0,2,"city","AP",0,0
"Laranjal do Jari",1600279,2020-04-25,17,51362,50410,FALSE,FALSE,15,29.20447,2020-04-25,0,0,11,"city","AP",0,0
"Macapá",1600303,2020-04-25,17,512902,503327,FALSE,FALSE,542,105.67321,2020-04-25,0.0295,16,37,"city","AP",29,0
"Mazagão",1600402,2020-04-25,17,22053,21632,FALSE,FALSE,9,40.81077,2020-04-25,0,0,12,"city","AP",0,0
"Oiapoque",1600501,2020-04-25,17,27906,27270,FALSE,FALSE,7,25.08421,2020-04-25,0,0,22,"city","AP",0,0
"Pedra Branca do Amapari",1600154,2020-04-25,17,17067,16502,FALSE,FALSE,1,5.85926,2020-04-25,0,0,3,"city","AP",0,0
"Porto Grande",1600535,2020-04-25,17,22452,21971,FALSE,FALSE,7,31.17762,2020-04-25,0,0,12,"city","AP",1,0
"Santana",1600600,2020-04-25,17,123096,121364,FALSE,FALSE,103,83.67453,2020-04-25,0.0388,4,21,"city","AP",11,2
"Serra do Navio",1600055,2020-04-25,17,5488,5397,FALSE,FALSE,2,36.44315,2020-04-25,0,0,4,"city","AP",0,0
"Vitória do Jari",1600808,2020-04-25,17,16254,15931,FALSE,FALSE,2,12.30466,2020-04-25,0,0,12,"city","AP",0,0
NA,16,2020-04-25,17,861773,845731,FALSE,FALSE,689,79.95145,2020-04-25,0.029,20,37,"state","AP",41,2
"Amapá",1600105,2020-04-26,18,9187,9109,FALSE,FALSE,2,21.76989,2020-04-26,0,0,1,"city","AP",2,0
"Itaubal",1600253,2020-04-26,18,5617,5503,FALSE,FALSE,1,17.8031,2020-04-26,0,0,3,"city","AP",0,0
"Laranjal do Jari",1600279,2020-04-26,18,51362,50410,FALSE,FALSE,21,40.88626,2020-04-26,0,0,12,"city","AP",6,0
"Macapá",1600303,2020-04-26,18,512902,503327,FALSE,FALSE,636,124.0003,2020-04-26,0.0283,18,38,"city","AP",94,2
"Mazagão",1600402,2020-04-26,18,22053,21632,FALSE,FALSE,12,54.41437,2020-04-26,0,0,13,"city","AP",3,0
"Oiapoque",1600501,2020-04-26,18,27906,27270,FALSE,FALSE,12,43.00151,2020-04-26,0.0833,1,23,"city","AP",5,1
"Pedra Branca do Amapari",1600154,2020-04-26,18,17067,16502,FALSE,FALSE,1,5.85926,2020-04-26,0,0,4,"city","AP",0,0
"Porto Grande",1600535,2020-04-26,18,22452,21971,FALSE,FALSE,7,31.17762,2020-04-26,0,0,13,"city","AP",0,0
"Santana",1600600,2020-04-26,18,123096,121364,FALSE,FALSE,117,95.04777,2020-04-26,0.0342,4,22,"city","AP",14,0
"Serra do Navio",1600055,2020-04-26,18,5488,5397,FALSE,FALSE,2,36.44315,2020-04-26,0,0,5,"city","AP",0,0
"Tartarugalzinho",1600709,2020-04-26,18,17769,17315,FALSE,FALSE,7,39.39445,2020-04-26,0,0,1,"city","AP",7,0
"Vitória do Jari",1600808,2020-04-26,18,16254,15931,FALSE,FALSE,3,18.457,2020-04-26,0,0,13,"city","AP",1,0
NA,16,2020-04-26,18,861773,845731,FALSE,FALSE,821,95.26871,2020-04-26,0.028,23,38,"state","AP",132,3
"Amapá",1600105,2020-04-27,18,9187,9109,FALSE,FALSE,2,21.76989,2020-04-27,0,0,2,"city","AP",0,0
"Itaubal",1600253,2020-04-27,18,5617,5503,FALSE,FALSE,1,17.8031,2020-04-27,0,0,4,"city","AP",0,0
"Laranjal do Jari",1600279,2020-04-27,18,51362,50410,FALSE,FALSE,22,42.83322,2020-04-27,0.0909,2,13,"city","AP",1,2
"Macapá",1600303,2020-04-27,18,512902,503327,FALSE,FALSE,656,127.89968,2020-04-27,0.029,19,39,"city","AP",20,1
"Mazagão",1600402,2020-04-27,18,22053,21632,FALSE,FALSE,12,54.41437,2020-04-27,0,0,14,"city","AP",0,0
"Oiapoque",1600501,2020-04-27,18,27906,27270,FALSE,FALSE,12,43.00151,2020-04-27,0.0833,1,24,"city","AP",0,0
"Pedra Branca do Amapari",1600154,2020-04-27,18,17067,16502,FALSE,FALSE,1,5.85926,2020-04-27,0,0,5,"city","AP",0,0
"Porto Grande",1600535,2020-04-27,18,22452,21971,FALSE,FALSE,7,31.17762,2020-04-27,0,0,14,"city","AP",0,0
"Santana",1600600,2020-04-27,18,123096,121364,FALSE,FALSE,117,95.04777,2020-04-27,0.0342,4,23,"city","AP",0,0
"Serra do Navio",1600055,2020-04-27,18,5488,5397,FALSE,FALSE,2,36.44315,2020-04-27,0,0,6,"city","AP",0,0
"Tartarugalzinho",1600709,2020-04-27,18,17769,17315,FALSE,FALSE,7,39.39445,2020-04-27,0,0,2,"city","AP",0,0
